,sents,labels
0,二百五十一; 九百七十三,1
13068,八百七十五; 九百八十二,1
13069,五百十七; 二百六,0
13070,百八十二; 四百二十一,1
13071,九百二十四; 六百八十一,0
13072,三百五; 四百四十八,1
13073,八百二十六; 三百九十,0
13074,百十七; 二百六十二,1
13075,五十四; 七百八十三,1
13076,五百六十九; 六百八十,1
13077,九百六十七; 三百二十四,0
13078,四百二十八; 二百十二,0
13079,八十四; 百三十,1
13080,四百三十九; 四百七十二,1
13081,百九十一; 六百八十,1
13082,二百五十三; 八百六十三,1
13083,百九十九; 八百十一,1
13084,五百八十二; 七百三十,1
13085,四百六十七; 六百十一,1
13086,七百四十; 百九十九,0
13087,二百六十六; 五百八十五,1
13088,七百十八; 三百二十九,0
13089,八十; 五十五,0
13090,八百七十五; 四百四十八,0
13091,百三十九; 八百四十三,1
13092,二百; 五百十一,1
13093,百八十九; 三百六十二,1
13094,二百八十七; 七百四十二,1
13095,四百七; 三百四十七,0
13096,四十七; 九十九,1
13097,四百一; 二百五十三,0
13098,四十三; 百六十一,1
13099,百八十六; 五百九十,1
13100,二百二十七; 三百九十九,1
13101,百五; 四百七十一,1
13102,五百七十; 二百五十三,0
13103,五百二十二; 五十一,0
13104,八十六; 四百九十三,1
13105,百二十九; 七百二十九,1
13106,三百三十七; 二百四十九,0
13107,二百五十; 五百九十二,1
13108,九百三十三; 五十七,0
13109,百四十二; 四百三十一,1
13110,六百十三; 七百三十二,1
13111,七百十四; 七百七十二,1
13112,三百六十; 二百八,0
13113,二百五十六; 五百二十六,1
13114,百四十五; 九百四十七,1
13115,五百十八; 三百四十六,0
13116,九百六十四; 七百七十五,0
13117,二百七; 九百八十八,1
13118,三百四十三; 二百九十四,0
13119,八百三十九; 七百七十六,0
13120,四百三十五; 八百九十九,1
13121,七百五十四; 二百八十五,0
13122,六百二十七; 七百九十二,1
13123,八百四十四; 四百三,0
13124,三百九十五; 八百七十二,1
13125,三百九十九; 九百二,1
13126,三百五十; 三百九十五,1
13127,八百; 九百四十四,1
13128,二百五十九; 九百四十二,1
13129,三百五十二; 五百四十四,1
13130,百二; 二百三十,1
13131,五百十三; 百九十六,0
13132,二百五十八; 百二十,0
13133,八百四十三; 八百三十六,0
13134,四百八十八; 五百十六,1
13135,十; 九百三十六,1
13136,二百五十一; 六百十一,1
13137,五百五十五; 二百七十九,0
13138,六百二; 二百二十七,0
13139,四百九十一; 二百三十九,0
13140,六百八十二; 五百六十,0
13141,四百二十八; 九百四十六,1
13142,百九; 八百六十,1
13143,五百三十八; 二百五十八,0
13144,五百八十一; 百八十三,0
13145,二百三十五; 九百四十五,1
13146,五百四十八; 七百四十,1
13147,四百八; 五百二十五,1
13148,七百六十五; 百六十二,0
13149,六百九十四; 百四十七,0
13150,二百九十三; 二百四十六,0
13151,百九十五; 六百五十,1
13152,二百九; 四十一,0
13153,四百四十六; 三百,0
13154,六百五十一; 二百四十一,0
13155,百五十七; 七百六十七,1
13156,二百七十五; 六百十四,1
13157,八百九; 三百四十,0
13158,九百十五; 三百八十五,0
13159,六十九; 三百二十二,1
13160,九百六十三; 五百十五,0
13161,八百十九; 百七十七,0
13162,四百; 九十五,0
13163,五百四十; 二百九十六,0
13164,四百七十三; 五百四,1
13165,十六; 二百二,1
13166,六十四; 九百二十二,1
13167,四百十八; 二百八十二,0
13168,八百二十一; 七百三十一,0
13169,六百六十三; 七百五十一,1
13170,百五十五; 五百二十四,1
13171,百四十一; 三百二十五,1
13172,五百五十六; 三百九十四,0
13173,七百二十七; 五十,0
13174,七十九; 二百七十三,1
13175,五十三; 二百六十二,1
13176,三百六十; 四百五十,1
13177,百四十九; 二百九十五,1
13178,七百二; 三百四十七,0
13179,五百四十三; 三百五十四,0
13180,七百九十四; 六百七十五,0
13181,百四十; 三百六十,1
13182,二百二十四; 百五十一,0
13183,九百四十四; 七十七,0
13184,百十一; 五百五十五,1
13185,二十五; 六百三十六,1
13186,四十; 五百一,1
13187,二; 五百十五,1
13188,五百二十三; 四十,0
13189,七; 八百一,1
13190,九百; 七百十七,0
13191,七百一; 六百七十一,0
13192,九百三十一; 九百九十二,1
13193,二百十; 四百六十七,1
13194,六百九十; 六百四十,0
13195,百五; 五百十七,1
13196,六百十二; 三百九十九,0
13197,六百三十; 七百六十六,1
13198,三百五十四; 五十七,0
13199,三百十二; 七百七十四,1
13200,四百五十一; 二百二十九,0
13201,四十五; 百五十七,1
13202,二百九十二; 四百二十,1
13203,二百五十二; 百八十九,0
13204,七百五十二; 五十五,0
13205,七百六十四; 五百八十,0
13206,六百六十六; 七百六十二,1
13207,二百六十四; 三百八十六,1
13208,四百四十一; 二百四十八,0
13209,七百四十三; 九百七十五,1
13210,百八十一; 百七十六,0
13211,三百五十八; 六百八十四,1
13212,三百七十九; 八百二,1
13213,五十二; 八百六十四,1
13214,七百三十九; 二百五十三,0
13215,二百五; 六百四十三,1
13216,三百五十九; 二百八十七,0
13217,七百七十九; 四百七十七,0
13218,四百一; 七百八十二,1
13219,九十五; 八百九十二,1
13220,二百三十二; 二百八十三,1
13221,二百四十二; 七,0
13222,七百二十三; 五百五十五,0
13223,百二十四; 二百八十七,1
13224,九百五; 二百二十九,0
13225,八百四十一; 五百八十五,0
13226,三百十一; 三百八十三,1
13227,四百六十八; 六百七十九,1
13228,八百七十三; 三百五十,0
13229,三百六十一; 七百六十六,1
13230,四百二十三; 五百四十五,1
13231,三百八十二; 九百三十五,1
13232,五百五十七; 三百九十三,0
13233,四百四十; 六百七十六,1
13234,四百九十八; 九百八十二,1
13235,四百六十四; 八百七十四,1
13236,三百九十二; 七百六十八,1
13237,六百三; 二百三,0
13238,九百二十七; 二百八十一,0
13239,二百十; 八百二十七,1
13240,二百九十九; 七百八十,1
13241,五百二十二; 三百九,0
13242,二百四十二; 六百十七,1
13243,三; 九百五十八,1
13244,二十四; 五百七十四,1
13245,百六十六; 八百四十八,1
13246,四百三十四; 八百六,1
13247,七百十一; 二百十六,0
13248,二百六十四; 三百八十五,1
13249,五百十七; 四百十三,0
13250,八百十; 三百五,0
13251,八百九十; 九百八十八,1
13252,三百八十八; 五百十二,1
13253,四十一; 百八十,1
13254,三百七十六; 三十三,0
13255,五百六十二; 三百三,0
13256,九百五十八; 三百四十三,0
13257,九百二十三; 五百七十一,0
13258,六百十七; 二十五,0
13259,七百九十六; 六百九十八,0
13260,七百五十六; 百四十七,0
13261,六百五十四; 八十九,0
13262,五百六十五; 二百八十,0
13263,三百八十四; 八百七十三,1
13264,二百九十三; 二百三十九,0
13265,三十; 六百二十九,1
13266,三百七十四; 四百九十八,1
13267,三百八十一; 三十四,0
13268,七百九十八; 七百六十,0
13269,百七十四; 四百四十一,1
13270,二百七十二; 三十九,0
13271,千; 二百三十一,0
13272,五百九十; 四百七十二,0
13273,九百四十四; 三百十,0
13274,六百十五; 四百四十二,0
13275,五百八十七; 三百七十八,0
13276,二百十三; 三十五,0
13277,八百三十四; 六百二十八,0
13278,七百四十六; 百二十,0
13279,九百一; 四百七十二,0
13280,七百三十四; 三百十九,0
13281,三百八十五; 百六十,0
13282,九十; 四百十五,1
13283,九百三十四; 七百九十九,0
13284,七百五十五; 七百九,0
13285,七百四十三; 五百十五,0
13286,四百八十一; 七百,1
13287,四百七十七; 二百七十二,0
13288,二百九十八; 五百三十四,1
13289,九百九十七; 九百二,0
13290,八百二十四; 九百五,1
13291,七百九十七; 百二十三,0
13292,百九十一; 五百三,1
13293,八十二; 九十,1
13294,三百八十九; 九百六十九,1
13295,四百二十三; 四百三十二,1
13296,六百七十六; 三百五十一,0
13297,六百二十一; 二百四十二,0
13298,四十三; 四百六十一,1
13299,九百八十四; 三百十八,0
13300,七百七十; 七百十四,0
13301,八百一; 八百二,1
13302,六百九十一; 四百四十一,0
13303,八百一; 六十五,0
13304,二百; 九百八十,1
13305,八; 二百七十八,1
13306,二百七十; 九百三十四,1
13307,九百八十六; 六百三十,0
13308,七百四; 三百八十六,0
13309,九十四; 九百八,1
13310,五百十八; 三百九十六,0
13311,三百九十二; 九百七十二,1
13312,六百五十六; 七百八十二,1
13313,七百二十五; 二十七,0
13314,九百二; 九百五十四,1
13315,五百九十八; 五百五十四,0
13316,百十; 百二十八,1
13317,九百三十四; 五百四十,0
13318,六十; 九百二十九,1
13319,七百十五; 百二十七,0
13320,四百六十六; 六百二十一,1
13321,三百十一; 七百二十八,1
13322,二百八十九; 六百八十九,1
13323,二百六十二; 九百九十八,1
13324,六百四十二; 九百五十八,1
13325,九百十六; 六百七十一,0
13326,二百十七; 六百七十七,1
13327,五百七十六; 百三十五,0
13328,九百七十五; 七百六十,0
13329,四百二十五; 百七十五,0
13330,七百四十三; 八百二十四,1
13331,八百八十九; 九十九,0
13332,百九十一; 五十八,0
13333,九百十一; 二百七十九,0
13334,六百; 五百九十二,0
13335,五百四十五; 六百二十一,1
13336,二百六十二; 五百四十三,1
13337,七百七; 八百二十七,1
13338,三百九十七; 四十六,0
13339,六百二十九; 百九十七,0
13340,五百七十四; 九百八十五,1
13341,六百九十二; 七百十五,1
13342,九百六十七; 八百二十五,0
13343,八百二十一; 六百九十九,0
13344,百二十四; 四百五十二,1
13345,五百十四; 六百五十六,1
13346,四; 三十一,1
13347,六百八十八; 八十五,0
13348,九百七十四; 十八,0
13349,二百六十七; 百九十一,0
13350,六百二十八; 三百七十九,0
13351,十六; 七十三,1
13352,三百五; 五百七十五,1
13353,九百七十七; 九百四十四,0
13354,五百六十六; 二百二十七,0
13355,十一; 四百七十二,1
13356,八百三十六; 八十二,0
13357,七百二十六; 八百三,1
13358,六百五十七; 九百三十九,1
13359,三百五十二; 八十九,0
13360,百八; 三百九十一,1
13361,六百三十五; 二百七十四,0
13362,六百六; 四百八十,0
13363,五百十八; 七百四十三,1
13364,五百四十一; 百七十二,0
13365,六百三十五; 百六十四,0
13366,百七十一; 二百六十,1
13367,七十七; 四百十一,1
13368,八百九; 五百二十二,0
13369,四百七; 四百九十七,1
13370,八百四十五; 二百三十八,0
13371,四十; 八百四十一,1
13372,二百七十五; 六百五十二,1
13373,四百四十二; 七百七十二,1
13374,四百八十; 二百五十一,0
13375,五百三十三; 八百九十九,1
13376,六百三十二; 四百七十二,0
13377,六百十七; 八十六,0
13378,五百三; 六百八十九,1
13379,四百四十九; 九百十六,1
13380,六百六十一; 三百九十四,0
13381,四百六; 二百十八,0
13382,八百九十八; 九百二,1
13383,三百; 九十八,0
13384,六百十一; 七百二,1
13385,百二十八; 六百八十六,1
13386,三百十二; 九百二,1
13387,四百三十六; 二百六,0
13388,二百二十五; 四百九十六,1
13389,四百十; 百十,0
13390,八百五十六; 五百八十二,0
13391,三百五十七; 八百九,1
13392,二百十六; 四百九十六,1
13393,四百七十五; 三百三十,0
13394,七百四十六; 五百四,0
13395,五百三; 八百七十八,1
13396,二百十九; 五百四十九,1
13397,七百十四; 八百五十二,1
13398,百七十六; 二百七十一,1
13399,六百七十三; 五百二十,0
13400,六百九十七; 五百八十四,0
13401,四百四十四; 八百五十三,1
13402,八百七十; 二百九十八,0
13403,百九十二; 八百五十四,1
13404,百二十七; 九百五十六,1
13405,九百三十; 九百七十七,1
13406,五百一; 六百二,1
13407,八百六十一; 八百八,0
13408,五百二十九; 九百二十,1
13409,八百二十五; 六百,0
13410,百六十四; 五百三十六,1
13411,八百七十八; 八百三十,0
13412,五百六; 五百七十一,1
13413,七百三十八; 四百三十四,0
13414,三百七十三; 百五十二,0
13415,五; 五十六,1
13416,二百五十九; 二百八十一,1
13417,二百二十二; 二百九十四,1
13418,二十八; 九百十六,1
13419,四百二十一; 六百十,1
13420,九百二十七; 六百十二,0
13421,四十三; 七百五十八,1
13422,二百七十二; 八百五十七,1
13423,六百七十六; 二百五十八,0
13424,七百五十五; 七十三,0
13425,二百六十三; 八十五,0
13426,四百十八; 五百九十二,1
13427,三百五十六; 六百二十五,1
13428,七百五十七; 四十六,0
13429,四百十九; 八百八十六,1
13430,百十二; 九百八十七,1
13431,三百五十七; 六百九十一,1
13432,六百六十九; 三百五十九,0
13433,五百十九; 七百七十八,1
13434,八十一; 六百六十二,1
13435,三百八十; 四百六十三,1
13436,二百五; 四百六十一,1
13437,六百二十九; 七百,1
13438,四百十五; 三百四十一,0
13439,九百六十五; 百二十一,0
13440,八百三十二; 二百十三,0
13441,九百三十二; 八百八十,0
13442,八百六十七; 五百三十六,0
13443,九百八十三; 七百八,0
13444,六百九十; 二百四十四,0
13445,五百七十二; 七十九,0
13446,百三十六; 六百五十,1
13447,七百九十四; 四百二十四,0
13448,三百二十五; 二百八十二,0
13449,百六十六; 七百六十六,1
13450,三百七十; 百九十一,0
13451,九百八; 三百二十,0
