,sents,labels
0,huit cent soixante douze; trois cent quarante huit,0
10635,huit cent quatre vingt seize; six cent un,0
10636,sept cent vingt trois; neuf cent trois,1
10637,six cent quatre vingt treize; cinq cent vingt cinq,0
10638,deux cent quatre vingt six; six cent quatre vingt onze,1
10639,sept cent quatre vingt treize; deux cent quarante cinq,0
10640,trois cent soixante six; quatre cent vingt neuf,1
10641,cinq cent soixante douze; cinq cent cinquante trois,0
10642,huit cent quatre vingt dix sept; trois cent soixante dix,0
10643,six cent dix; huit cent quatre vingt seize,1
10644,cinq cent trente huit; neuf cent quatre vingt dix huit,1
10645,neuf cent soixante et un; quatre cent trente cinq,0
10646,sept cent un; neuf cent trente neuf,1
10647,huit cent cinquante cinq; cinq cent treize,0
10648,sept cent quarante quatre; sept cent vingt cinq,0
10649,quatre cent soixante douze; huit cent onze,1
10650,neuf cent soixante; sept cent soixante dix,0
10651,quatre cent cinquante; quatre cent vingt neuf,0
10652,deux cent cinquante neuf; neuf cent deux,1
10653,quatre cent trois; cinq,0
10654,deux cent trente six; deux cent quatre vingt dix huit,1
10655,six cent trente quatre; cinq cent quatre vingt sept,0
10656,sept cent quinze; huit cent quarante,1
10657,trois cent quarante quatre; quatre vingt sept,0
10658,sept cent quatre vingt douze; huit cent soixante cinq,1
10659,sept cent quatre vingt dix sept; quatre cent quarante trois,0
10660,six cent trente cinq; cinq cent quatre vingt onze,0
10661,trois cent quatre vingt quatre; deux cent soixante et un,0
10662,deux cent trente cinq; trois cent vingt trois,1
10663,huit cent quatre vingt six; six cent quatre vingts,0
10664,cinquante quatre; trois cent deux,1
10665,trois cent soixante huit; quatre cent dix huit,1
10666,sept cent onze; huit cent vingt et un,1
10667,huit cent trente neuf; neuf cent soixante et un,1
10668,cent soixante trois; mille,1
10669,deux cent trente et un; cinquante sept,0
10670,sept cent quatre vingt huit; sept cent cinquante deux,0
10671,sept cent quatre vingt cinq; quarante deux,0
10672,sept cent soixante dix huit; cent quatre vingt un,0
10673,cent; quatre cent dix,1
10674,soixante deux; huit cent vingt deux,1
10675,cinq cent quarante quatre; cent cinquante neuf,0
10676,trois cent sept; quatre vingt douze,0
10677,trois cent trente sept; cent soixante huit,0
10678,sept cent soixante dix sept; neuf cent vingt et un,1
10679,quatre cent trente huit; cinq cent quatre vingt dix huit,1
10680,cinq cent quatre vingt neuf; dix,0
10681,huit cent vingt huit; neuf cent cinquante,1
10682,quatre cent quatre vingt cinq; huit cent quatre vingt quinze,1
10683,huit cent quarante et un; trois cent cinquante,0
10684,cinquante six; cinq cent vingt trois,1
10685,cinq cent quatre vingt dix; quatre cent quarante neuf,0
10686,cent cinquante huit; sept cent quatre vingt neuf,1
10687,huit cent dix neuf; vingt neuf,0
10688,neuf cent quatre vingt dix sept; cinq cent soixante cinq,0
10689,deux cent quarante huit; six cent dix neuf,1
10690,quatre cent quarante six; neuf cent quatre vingt dix huit,1
10691,deux cent quatre vingt quinze; huit cent quarante et un,1
10692,quatre cent trente et un; six cent quatre vingt neuf,1
10693,soixante et onze; cinquante deux,0
10694,cinq cent soixante six; sept cent trente sept,1
10695,six cent soixante dix; trois cent soixante huit,0
10696,huit cent quatre vingt un; neuf cent soixante quinze,1
10697,quatre vingt sept; deux cent soixante cinq,1
10698,cent trente sept; sept cent quarante deux,1
10699,quatre cent quatre vingt cinq; neuf cent quarante sept,1
10700,cent soixante huit; cinq cent six,1
10701,quarante cinq; deux cent vingt neuf,1
10702,huit cent cinquante sept; trois cent trente sept,0
10703,cinquante; deux cent trente neuf,1
10704,cinq cent onze; trois cent un,0
10705,neuf cent quatre vingt quatorze; neuf cent vingt deux,0
10706,quatre cent quatre vingt trois; neuf cent douze,1
10707,six cent quatre vingt sept; cinq cent quatre vingt six,0
10708,neuf cent trente sept; six cent trente cinq,0
10709,trois cent quarante neuf; trois cent quarante deux,0
10710,cinquante et un; quatre cent dix huit,1
10711,quatre cent dix huit; deux cent soixante seize,0
10712,huit cent trente six; sept cent vingt cinq,0
10713,neuf cent cinquante neuf; deux cent treize,0
10714,vingt trois; cinq cent trente et un,1
10715,quarante six; huit cent trente quatre,1
10716,cent quatre vingt six; cinq cent cinquante deux,1
10717,neuf cent cinquante six; huit cent dix neuf,0
10718,huit cent quatre vingt quinze; neuf cent vingt deux,1
10719,deux cent soixante treize; deux cent soixante trois,0
10720,huit cent cinquante huit; deux cent seize,0
10721,huit cent quatre vingt deux; quatre cent quarante sept,0
10722,trois cent deux; six cent dix sept,1
10723,huit cent vingt trois; cent trois,0
10724,deux cent soixante dix sept; trois cent seize,1
10725,trois cent trente six; six cent soixante dix huit,1
10726,quatre cent cinquante six; cinq cent soixante et un,1
10727,deux cent soixante treize; trente sept,0
10728,neuf cent quatre vingts; six cent soixante quinze,0
10729,soixante douze; cinq cent vingt deux,1
10730,cent trente cinq; sept cent trente cinq,1
10731,huit cent soixante; cent cinquante quatre,0
10732,huit cent soixante douze; deux cents,0
10733,deux cent quatre vingt neuf; cent soixante dix huit,0
10734,cinq cent dix; trois cent cinquante sept,0
10735,trois cent quatre vingt un; sept cent cinquante six,1
10736,trois cent douze; quatre cent vingt trois,1
10737,neuf cent soixante trois; cent quatre vingt sept,0
10738,huit cent quatre vingt douze; sept cent quatre vingts,0
10739,huit cent sept; huit cent soixante treize,1
10740,neuf cent onze; neuf cent quatre vingt un,1
10741,six cent cinquante trois; sept cent cinquante et un,1
10742,quatre cent quatre vingt quatorze; sept cent soixante dix sept,1
10743,cinquante neuf; trois cent vingt deux,1
10744,huit cent soixante six; cinq cent quatre vingt dix,0
10745,sept cent seize; quatre cent trente six,0
10746,huit cent soixante deux; deux cent soixante et un,0
10747,cinq cent quatre vingt dix huit; deux cent trente trois,0
10748,cinq cent soixante; quatre cent dix,0
10749,cent dix sept; six cent soixante,1
10750,quatre cents; six cent soixante et un,1
10751,sept cent trente six; cinq cent vingt et un,0
10752,trois cent soixante deux; trois cent soixante dix sept,1
10753,neuf cent treize; huit cent quatre vingt quinze,0
10754,trois cent cinquante cinq; huit cent quatorze,1
10755,soixante deux; six cent douze,1
10756,deux cent cinquante trois; trois cent quarante trois,1
10757,vingt neuf; deux cent quarante quatre,1
10758,six cent trente deux; quatre cent soixante seize,0
10759,trois cent quarante sept; quatre cent quatre vingt treize,1
10760,sept cent cinquante et un; deux cents,0
10761,trois cent quatre vingt dix neuf; neuf cent soixante dix neuf,1
10762,huit cent quatre vingt sept; cent huit,0
10763,six cent quarante huit; trois cent vingt quatre,0
10764,trois cent quatre vingt quatorze; huit cent trente,1
10765,cinq cent soixante dix; quatre cent soixante cinq,0
10766,trente sept; neuf cent seize,1
10767,vingt; vingt sept,1
10768,neuf cent deux; deux cent vingt,0
10769,deux cent soixante cinq; quatre cent trente cinq,1
10770,cinq cent quarante trois; cent soixante neuf,0
10771,deux cent cinquante deux; quatre cent quarante trois,1
10772,quatre cent quatre vingt dix; six cent dix sept,1
10773,quatre vingt un; trois cent vingt huit,1
10774,six cent trente six; six cent quatre vingt quatorze,1
10775,vingt neuf; quatre cent quatre vingt quatorze,1
10776,quarante et un; deux cent soixante dix,1
10777,cinq cent soixante neuf; neuf cent deux,1
10778,neuf cent vingt cinq; quatre cent seize,0
10779,deux cent trente deux; quatre cent cinquante neuf,1
10780,sept cent soixante treize; trois cent dix,0
10781,sept cent six; sept cent quatre vingt huit,1
10782,trois cent cinquante et un; trois cent neuf,0
10783,cent quatre vingt dix huit; six cent soixante dix neuf,1
10784,huit cent deux; sept cent quatre vingt dix neuf,0
10785,trois cent dix; huit cent soixante treize,1
10786,huit cent six; trois cent quatre vingt deux,0
10787,trois cent six; cent cinquante sept,0
10788,cent quarante deux; cinq cent quatre vingt dix neuf,1
10789,trois cent quatre vingt six; cinq cent trente neuf,1
10790,neuf cent vingt huit; neuf cent deux,0
10791,six cent quarante sept; cent trente deux,0
10792,cinq cent dix; quatre vingt seize,0
10793,cinq cent seize; quatre cent cinquante trois,0
10794,six cent vingt neuf; neuf cent dix,1
10795,sept cent treize; sept cent trente sept,1
10796,cinq cent soixante dix huit; quatre cent quatre vingt treize,0
10797,trois cent soixante deux; deux cent quarante,0
10798,deux cent vingt et un; deux cent quatre vingt six,1
10799,cinq cent quatre vingt un; six cent cinquante quatre,1
10800,six cent quarante cinq; neuf cent quatre vingts,1
10801,quatre cent quatre vingt un; quatre cent quarante neuf,0
10802,sept cent neuf; six cent cinquante trois,0
10803,cent trente neuf; six cent quarante six,1
10804,quatre cent quatre vingt dix neuf; neuf cent quarante six,1
10805,sept cent vingt sept; soixante dix,0
10806,trois cent dix; sept,0
10807,sept cent cinquante trois; quatre cent soixante quatre,0
10808,quatre vingt trois; sept cent quatre vingt dix,1
10809,cent cinquante deux; cinq cent vingt neuf,1
10810,six cent soixante quatre; quatre cent quatre vingt dix sept,0
10811,quatre cent soixante treize; quatre cent soixante dix neuf,1
10812,cinq cent cinquante sept; cent trois,0
10813,sept cent trente trois; six cent quarante trois,0
10814,cinq cent soixante treize; quatre cent dix sept,0
10815,vingt sept; cent quatre vingt un,1
10816,trois cent vingt deux; sept cent vingt cinq,1
10817,trois cent quatre vingt quatorze; sept cent trente et un,1
10818,sept cent dix huit; neuf cent quatre vingt quinze,1
10819,deux cent soixante et un; quatre cent vingt et un,1
10820,cinq cent soixante seize; neuf cent quatre vingt cinq,1
10821,quatre cent quarante quatre; cinq cent quatre vingt un,1
10822,trois cent soixante dix sept; cinq cent quatre vingt quatorze,1
10823,sept cent trois; huit cent quatre vingt dix neuf,1
10824,cinquante quatre; cent soixante et onze,1
10825,cinq cent soixante quatre; cinq cent soixante dix neuf,1
10826,cent soixante dix sept; cinq cent trente huit,1
10827,cent cinquante quatre; neuf cent cinquante deux,1
10828,neuf cent soixante; six cent soixante quinze,0
10829,soixante six; neuf cent quatre vingt un,1
10830,quatre cent vingt deux; quatre cent trente neuf,1
10831,six cent quarante; deux cent dix huit,0
10832,neuf cent trente sept; huit cent quatre vingt neuf,0
10833,cinq cent sept; cent soixante douze,0
10834,six cent onze; sept cent quatre vingt cinq,1
10835,trente et un; quatre cent soixante quinze,1
10836,sept cent quatre vingts; six cent soixante dix sept,0
10837,huit cent un; trois cent quatre,0
10838,trois cent quarante sept; six cent cinquante sept,1
10839,quatre cent quatre vingt un; deux,0
10840,six cent cinquante cinq; deux cent vingt,0
10841,deux cent dix; neuf cent quarante huit,1
10842,soixante dix sept; six cent soixante cinq,1
10843,cent trente six; deux cent vingt deux,1
10844,cent soixante six; trente deux,0
10845,trois cent sept; neuf cent soixante quinze,1
10846,quatre vingt neuf; six cent cinquante sept,1
10847,huit cent vingt huit; quatre vingt sept,0
10848,deux cent trente sept; soixante,0
10849,six cent quarante sept; neuf cent trente sept,1
10850,quatre cent quatre vingt quatorze; sept,0
10851,six cent trente et un; cent quatre vingt dix neuf,0
10852,deux cent vingt quatre; mille,1
10853,sept cent cinquante deux; trois cent quatre vingt dix sept,0
10854,sept cent trois; trois cent dix,0
10855,six cent quinze; cent soixante treize,0
10856,deux cent soixante seize; deux cent quarante cinq,0
10857,sept cent cinquante huit; quatre cent soixante dix huit,0
10858,deux cent vingt deux; deux cent sept,0
10859,douze; huit cent sept,1
10860,cent dix huit; huit cent quatre vingt douze,1
10861,trois cent trente trois; trois cent soixante huit,1
10862,cent quatre vingt huit; vingt cinq,0
10863,cent dix sept; deux cent quatre vingt trois,1
10864,quatre cent quatre vingt six; six cent soixante cinq,1
10865,sept cent cinquante neuf; trois cent neuf,0
10866,six cent quatre vingt cinq; quatre vingt cinq,0
10867,deux cent cinquante quatre; six cent quatre vingts,1
10868,deux cent vingt neuf; sept cent soixante dix neuf,1
10869,huit cent soixante quatre; cent trente deux,0
10870,cent quatre vingt deux; huit cent quatre vingt douze,1
10871,neuf cent neuf; quatre cent quatre vingt douze,0
10872,soixante trois; cinq cent soixante quatorze,1
10873,six cent quinze; trois cent quatre vingt dix,0
10874,cinq cent seize; quarante neuf,0
10875,quatre vingt six; quatre cent soixante treize,1
10876,deux cent douze; deux,0
10877,sept cent soixante dix huit; six cent cinquante cinq,0
10878,trois cent vingt trois; neuf cent dix,1
10879,cinq cent cinquante deux; cent soixante neuf,0
10880,trois cent trente neuf; six cent quatre vingt onze,1
10881,neuf cent trente et un; huit cent quarante huit,0
10882,neuf cent quatre; deux cent huit,0
10883,six cent soixante dix neuf; huit cent quatre vingt dix sept,1
10884,deux cent vingt; neuf cent sept,1
10885,sept cent quatre vingt quatorze; six cent quatre vingts,0
10886,six cent trente six; six cent vingt huit,0
10887,huit cent quarante cinq; huit cent dix neuf,0
10888,huit cent trente sept; cinq cent quarante huit,0
10889,sept cent neuf; quatre vingt trois,0
10890,deux cent dix; trois cent cinquante,1
10891,sept cent quatre vingt neuf; huit cent quarante trois,1
10892,quatre cent quinze; trois cent cinquante trois,0
10893,cent soixante trois; quatre cent vingt,1
10894,cinq cent cinq; sept cent trois,1
10895,cent quatre vingt douze; cent quatre vingt deux,0
10896,sept cent vingt huit; trois cent quatre,0
10897,quatre vingt quatre; deux cent un,1
10898,six cent quatre vingt seize; mille,1
10899,six cent trente; quatre vingt dix sept,0
10900,quatre cent huit; sept cent soixante huit,1
10901,huit cent vingt sept; sept cent soixante,0
10902,six cent cinquante trois; huit cent cinquante huit,1
10903,neuf cent soixante quinze; trois cent trente quatre,0
10904,sept cent vingt huit; huit cent quarante quatre,1
10905,huit cent quinze; quatre cent trente quatre,0
10906,soixante six; cent trente cinq,1
10907,cinq cent six; quatre cent cinquante,0
10908,sept cent trois; soixante dix sept,0
10909,neuf cent quatre vingt seize; quatre cent quatre vingt dix,0
10910,cinq cent vingt six; cinq cent soixante douze,1
10911,quatre cent trente huit; sept cent quatre vingt dix huit,1
10912,six cent soixante deux; deux cent cinquante deux,0
10913,huit cent quatorze; huit cent trente et un,1
10914,neuf cent vingt huit; quatre cent quatre vingt trois,0
10915,six cent vingt neuf; soixante treize,0
10916,cinq cent vingt deux; neuf cent trente trois,1
10917,sept cent quarante huit; dix neuf,0
10918,cent vingt cinq; sept cent quarante neuf,1
10919,quatre cent soixante douze; cent trente sept,0
10920,quatre cent cinquante neuf; cent soixante quinze,0
10921,sept cent soixante; sept cent soixante quatre,1
10922,deux cent cinquante cinq; cent quarante,0
10923,cinq cent trente quatre; cent quarante quatre,0
10924,trois cent dix huit; six cent quatre vingt un,1
10925,deux cent quatre vingt dix; neuf cent quarante quatre,1
10926,deux cent quatre vingts; neuf cent un,1
10927,cent vingt trois; trois cent trente quatre,1
10928,cent dix; cent trois,0
